"ID","MonthlyIncome"
372,8716.90417066687
373,8835.15362047595
374,2778.32674762311
375,2355.21012781737
376,16784.8170762482
377,3010.17741800233
378,6169.71112394764
379,2643.51122536208
380,2724.58483410268
381,18966.6399871817
382,2738.27844558849
383,6212.20606799745
384,2461.19655363869
385,3147.0413407681
386,12893.5331976641
387,8542.51445110192
388,5972.99462080774
389,5899.70768364778
390,2429.45081275293
391,5743.34244022306
392,5725.76031325397
393,2569.76830673308
394,9373.32765045965
395,2795.40905713572
396,2548.76971786146
397,16391.6174789357
398,2509.2191821334
399,6021.3290071994
400,9189.2794111668
401,6096.0654072916
402,6096.0654072916
403,2540.31415531498
404,8794.15870202142
405,2700.16978332854
406,16173.3074186447
407,6046.64238861371
408,2317.09638535166
409,16209.6568708207
410,16247.5481035803
411,2628.37574040817
412,8770.1462667308
413,2802.24198094076
414,5676.43244539911
415,2486.10937071939
416,6176.64330087556
417,2688.29981002946
418,2342.50491758901
419,6063.8239512492
420,12635.6468889192
421,5796.68173825996
422,5995.10930428872
423,6047.14015492027
424,2145.1934461696
425,5612.44319732104
426,9163.77162580658
427,2456.9469059568
428,2580.51545874721
429,2310.75917670325
430,6120.98027552223
431,5612.44319732104
432,2703.58624523106
433,5868.42481383719
434,2456.9469059568
435,8818.47655082261
436,5675.43896393591
437,2675.75473255439
438,2544.23043467399
439,2404.53799567222
440,5901.67468261807
441,5499.34179420739
442,2557.39851597752
443,2391.83278544386
444,2805.18638926252
445,19111.2071288438
446,3214.44705074869
447,5936.45968109601
448,6103.3960974032
449,5404.47299803494
450,5930.40452593491
451,6274.36935506563
452,2643.51122536208
453,5948.48441921057
454,5717.43614167916
455,16283.4415742873
456,18709.0132974549
457,5915.74109456177
458,6046.64033746379
459,2679.17119445691
460,5233.49974037251
461,2589.64202316983
462,2825.0364441234
463,9086.61224527506
464,5965.66393069614
465,2703.58624523106
466,2671.84050434531
467,2626.76228417234
468,2391.83278544386
469,5817.58312515863
470,5796.68173825996
471,2671.84050434531
472,2481.8597230375
473,13179.2469167858
474,2766.58201184593
475,2335.67199378396
476,5943.0768920818
477,5923.07178467338
478,5873.74391681852
479,2623.81074449491
480,13052.7617195493
481,5849.42606801733
482,2745.5834229743
483,5831.46878788783
484,3338.0156035391
485,10583.6977457995
486,5732.09752190237
487,2362.54081792898
488,2668.92180874935
489,8873.23246771026
490,6118.05952877634
491,18987.6385760533
492,16338.8731491784
493,5785.33961796631
494,8939.22360999001
495,5799.00751672632
496,15852.6211623594
497,2745.5834229743
498,2573.1847686356
499,6424.77593906951
500,5940.65391164248
501,9805.6309273491
502,2356.17281634902
503,3226.52720599867
504,8872.81343262255
505,16374.5351694231
506,5704.48172204497
507,2362.54081792898
508,8984.54004766283
509,2852.40508572491
510,19215.7702091387
511,5742.34895875986
512,8906.48233649114
513,2840.82269678149
514,12939.942369923
515,2454.36362983364
516,6219.63396008201
517,2362.54081792898
518,2377.17140522064
519,5386.39310475928
520,2416.74560252457
521,2643.51122536208
522,2194.52131402445
523,9234.31379535231
524,19208.3716167837
525,2752.91411308591
526,9565.23159475029
527,5838.08394772369
528,5877.75534700056
529,2590.26912929814
530,2767.57754445905
531,9163.37311262289
532,6219.03899180249
533,2702.59276376786
534,6022.3224886626
535,2292.18356827095
536,2746.08118928087
537,8769.14868296776
538,2639.62065872886
539,2520.77585835103
540,5806.33820683793
541,5379.56018095424
542,3102.62323373545
543,2428.61762697357
544,6300.70756882261
545,2643.51122536208
546,2901.89530041352
547,8995.80753903747
548,5435.22115515765
549,13249.5733735123
550,2600.04646142494
551,18952.7098748772
552,2600.04646142494
553,5480.78984735095
554,3048.88132021503
555,5800.09820016248
556,6342.6075445929
557,5879.17196585132
558,2643.51122536208
559,6051.15158510231
560,5849.82868350086
561,2904.18688988117
562,16265.1302305494
563,2335.67199378396
564,12854.9524818234
565,2433.8299631871
566,2671.84050434531
567,5272.57617136988
568,5923.57160212986
569,5887.41181557854
570,12172.094994705
571,6081.30682509543
572,2456.9469059568
573,5626.11109608106
574,5845.41668898522
575,5686.6838822566
576,5757.10754095603
577,3299.77030717118
578,2405.50068420387
579,5951.50031677948
580,5930.9974430645
581,2458.74278026781
582,15926.6680793704
583,6374.94825375817
584,5906.48724146732
585,5993.99320967937
586,5558.29399279142
587,5812.8911283056
588,2721.50379167296
589,2483.15783104196
590,2335.67199378396
591,2544.85548965237
592,6234.20224063212
593,2528.10654846264
594,2550.06782586591
595,9303.59616201269
596,5696.43755280754
597,9069.12937142883
598,5928.49983370618
599,5821.0967890341
600,2753.41187939247
601,2362.54081792898
602,5616.57313834939
603,12611.2318381451
604,2411.83789285228
605,2405.03576197879
606,16655.8389451791
607,6405.60331120777
608,5849.82868350086
609,2341.51143612581
610,2454.36362983364
611,5435.22115515765
612,5905.09114452059
613,2613.06359248078
614,2362.54081792898
615,8745.2334496501
616,5413.23113597275
617,2483.15783104196
618,5862.99676480439
619,8677.42512418597
620,2194.52131402445
621,2219.43413110516
622,6448.19545723053
623,2840.82269678149
624,8281.45310599956
625,2539.81638900842
626,2569.27054042652
627,5640.77247630428
628,12727.4697008239
629,9509.66166907006
630,8826.90202667022
631,3231.53141141122
632,8987.95650956535
633,6416.3504632219
634,2490.48852115356
635,8900.14512784273
636,2237.01625807426
637,16564.31753713
638,8716.40435321038
639,2615.18194637885
640,2503.19373138193
641,2194.52131402445
642,6326.12020335981
643,16926.19715532
644,2728.99682861833
645,2654.25837737621
646,8753.9915875879
647,2145.1934461696
648,2236.51849176769
649,6091.55826195292
650,2553.48428776843
651,2261.4313088484
652,5841.00469446957
653,13008.7755277298
654,12747.2284563441
655,2310.75917670325
656,5846.50737242137
657,13031.2653643711
658,16271.7009408099
659,5972.99462080774
660,5821.0967890341
661,5336.56747059787
662,3024.46832059081
663,8832.14444958262
664,2261.4313088484
665,5973.39723629128
666,6046.73753943674
667,8889.79854016221
668,2479.74136913943
669,5431.80469325513
670,16658.2619256184
671,13073.2604909645
672,5661.7710651759
673,5665.68529338498
674,2848.65320434958
675,2597.59981940975
676,18656.6988317606
677,5961.74970248705
678,5546.11939295109
679,6441.36048227556
680,3022.38075962429
681,5640.77247630428
682,2508.07064812266
683,6046.73753943674
684,8910.39656470022
685,2597.59981940975
686,8821.49449954145
687,8826.90202667022
688,2749.49765118339
689,2219.43413110516
690,2906.76287171811
691,5675.67833833104
692,12969.9963982881
693,6300.70756882261
694,2555.6026416665
695,5715.01316123983
696,2429.45081275293
697,16431.9229441584
698,5607.62186064628
699,2313.21295007413
700,19082.380083554
701,2466.72423808359
702,5715.01316123983
703,8824.81581062094
704,2624.95927850564
705,2755.85852140766
706,6009.98688690575
707,5721.5660827075
708,2755.3607551011
709,2278.51566951094
710,16983.8532970495
711,12724.7824556901
712,16382.5512403161
713,2490.48852115356
714,8750.07735937882
715,8514.18517211868
716,2466.72423808359
717,5883.99535367601
718,5524.25461128809
719,6071.55520569442
720,8726.75299204083
721,8847.90061554184
722,5997.40967158189
723,2840.82269678149
724,9094.5399548161
725,2539.81638900842
726,5825.01101724319
727,2806.49162862265
728,2704.08401153762
729,2194.52131402445
730,2314.67340491234
731,5807.42889027409
732,6071.05538823793
733,2466.72423808359
734,5743.34244022306
735,2456.9469059568
736,5724.76683179077
737,12162.7439396376
738,5978.73686117664
739,5750.67313033467
740,5329.23472933634
741,5768.25525730377
742,12472.2598380866
743,5574.08024544951
744,2261.4313088484
745,5661.7710651759
746,2243.8491818793
747,2664.53347580957
748,6145.39532629637
749,2409.41491241296
750,2548.27195155489
751,2355.21012781737
752,2454.36362983364
753,12712.7804292755
754,8768.15520150456
755,13044.9312119812
756,2500.73995801106
757,5905.09114452059
758,6564.92903506598
759,2490.48852115356
760,18596.6238118917
761,2555.6026416665
762,16661.4779227701
763,6435.42794026061
764,6048.06983643991
765,2558.04928368169
766,5346.81685630544
767,2674.26348478463
768,9234.09808253305
769,6113.64753426069
770,5978.73891232656
771,5894.74250569015
772,9635.12613626369
773,9440.8305624132
774,2506.27477381165
775,9659.63838901079
776,2449.61621584519
777,2653.28855748887
778,2362.54081792898
779,2416.74765367449
780,2598.09758571631
781,2453.86586352708
782,6587.42297400721
783,2677.70360826302
784,5944.070373545
785,5676.43244539911
786,15606.2858214672
787,13240.55097088
788,5723.05938162719
789,19611.3187311973
790,2527.77112898983
791,5403.4754142719
792,2819.82410790986
793,8843.48656987627
794,9317.75977592935
795,5782.02035803674
796,2926.80811749423
797,12055.8591831762
798,2194.52131402445
799,2456.9469059568
800,6138.06258503484
801,5912.32463265925
802,5830.75325761208
803,16330.8483303092
804,8621.16713055312
805,5748.77048925586
806,9073.04359963792
807,5743.34244022306
808,2499.4418500066
809,2674.26348478463
810,2700.16978332854
811,5400.0610035193
812,2433.8299631871
813,5640.77247630428
814,19457.7291869031
815,2429.45081275293
816,2963.89553441526
817,6202.05183311291
818,12907.6968115807
819,2409.41491241296
820,5768.25525730377
821,2646.9276872646
822,5915.74109456177
823,5700.35178101662
824,2237.01625807426
825,5951.99603193612
826,19061.8792609889
827,8769.14868296776
828,5619.77388743265
829,2447.49786194712
830,19730.2789270211
831,5159.25905543696
832,2313.21295007413
833,2430.91126759114
834,2456.9469059568
835,13254.4552430093
836,8695.90558179524
837,2742.16696107178
838,5898.65878504916
839,9853.53339852768
840,19408.6696860425
841,2145.1934461696
842,8249.20959880725
843,12732.7793832342
844,8755.08227102406
845,5768.25525730377
846,5233.49974037251
847,2194.52131402445
848,9220.52943689591
849,5898.65673389923
850,2515.90115569076
851,5669.59952159407
852,2436.75070993299
853,5208.58692329181
854,5855.76327666574
855,5750.77033230763
856,2362.54081792898
857,2688.92486500784
858,8844.48415363932
859,2402.08422230135
860,8758.49873292658
861,2515.90115569076
862,9302.50547857654
863,5809.75466874046
864,12359.5596959004
865,8868.39938695698
866,8722.83876383174
867,5669.59952159407
868,5989.98177949733
869,2696.25555511945
870,5403.4754142719
